gem,repo,categoria,existe,downloads,versao,licenca,erro,nome_corrigido_de,subpasta_de
trick_bag,keithrbennett/trick_bag,core extensions,True,113196,0.70.0,MIT,,,
fix,fixrb/fix,testing,True,110395,0.21,MIT,,,
hot-glue,hot-glue-for-rails/hot-glue,admin interface,True,105923,0.7.8,MIT,,,
gemirro,PierreRambaud/gemirro,gem servers,True,105752,2.0.0,GPL-3.0,,,
dashing-rails,gottfrois/dashing-rails,dashboards,True,105743,2.6.2,MIT,,,
torba,torba-rb/torba,assets,True,104692,1.2.0,MIT,,,
treat,louismullie/treat,natural language processing,True,100257,2.1.0,,,,
daru-view,SciRuby/daru-view,scientific,True,98405,0.2.6,MIT,,,
surrounded,saturnflyer/surrounded,business logic,True,97931,1.1.2,MIT,,,
build,rbenv/ruby-build,environment management,True,97232,2.9.0,MIT,,,
style-guide,rubocop/ruby-style-guide,coding style guides,True,96674,1.1.1,MIT,,,
gemstash,rubygems/gemstash,gem servers,True,95816,2.8.2,MIT,,,
bootstrappers,xdite/bootstrappers,rails application generators,True,95802,4.2.1.1,,,,
destroyed_at,DavyJonesLocker/ruby-destroyed_at,orm/odm extensions,True,94685,2.1.0,MIT,,,
coltrane,pedrozath/coltrane,music and sound,True,93690,4.1.2,MIT,,,
sunzi,kenn/sunzi,devops tools,True,93174,3.0.0,MIT,,,
econfig,varvet/econfig,configuration,True,92477,2.1.0,MIT,,,
ZMediumToMarkdown,ZhgChgLi/ZMediumToMarkdown,markdown processors,True,91454,4.0.0,MIT,,,
simple-feed,kigster/simple-feed,orm/odm extensions,True,88739,3.2.0,MIT,,,
termit,pawurb/termit,internationalization,True,87024,3.9.0,MIT,,,
pluggable_js,peresleguine/pluggable_js,view helpers,True,86010,2.2.0,MIT,,,
photish,henrylawson/photish,static site generation,True,83655,0.7.6,MIT,,,
markdown_helper,BurdetteLamar/markdown_helper,markdown processors,True,79285,2.5.4,MIT,,,
rapidfire,codemancers/rapidfire,form builder,True,77001,8.0.0,MIT,,,
sail,vinistock/sail,configuration,True,76772,3.6.1,MIT,,,
kitabu,fnando/kitabu,pdf,True,75804,3.1.0,MIT,,,
fast,fastruby/fast-ruby,coding style guides,True,73741,0.1.4,,,fast-ruby,
social_shares,Timrael/social_shares,social networking,True,72886,0.3.4,MIT,,,
easy_talk,sergiobayona/easy_talk,api builder and discovery,True,72443,3.3.2,MIT,,,
ginatra,NARKOZ/ginatra,git tools,True,71466,4.1.0,,,,
forkoff,ahoward/forkoff,concurrency and parallelism,True,71388,1.2.0,Ruby,,,
suture,testdouble/suture,code analysis and metrics,True,71362,1.1.2,,,,
terjira,keepcosmos/terjira,third-party apis,True,70288,0.4.8,MIT,,,
oath,halogenandtoast/oath,authentication and oauth,True,70074,1.1.0,,,,
flickr,RaVbaker/flickr,third-party apis,True,70047,2.1.0,MIT,,,
git_curate,matt-harvey/git_curate,git tools,True,69759,2.0.2,MIT,,,
mittsu,danini-the-panini/mittsu,game development and graphics,True,68133,0.5.0,MIT,,,
ip2location_io_ruby,ip2location/ip2location-io-ruby,geolocation,True,62375,1.1.0,MIT,,ip2location-io-ruby,
minicron,jamesrwhite/minicron,scheduling,True,62189,0.7.11,GPL-3.0,,,
pippi,tcopeland/pippi,code analysis and metrics,True,61543,0.0.14,MIT,,,
clock,jjb/ruby-clock,scheduling,True,60639,0.2.5,,,,
komponent,komposable/komponent,view components,True,60353,2.2.0,MIT,,,
gitarro,openSUSE/gitarro,testing,True,58650,0.1.90,MIT,,,
upton,propublica/upton,web crawling,True,57912,0.3.6,MIT,,,
redis-rb,redis/redis-rb,database drivers,True,54360,9001.0,MIT,,,
rating,wbotelhos/rating,orm/odm extensions,True,53662,2.1.0,MIT,,,
rabarber,enjaku4/rabarber,authorization,True,52992,6.0.2,MIT,,,
storytime,CultivateLabs/storytime,cms,True,50718,2.1.7,MIT,,,
attache,choonkeat/attache,file upload,True,50173,3.0.0,MIT,,,
bundlebun,yaroslav/bundlebun,assets,True,49408,0.5.0.1.4.0,MIT,,,
sciruby,sciruby/sciruby,scientific,True,48738,0.2.11,BSD,,,
primes-utils,jzakiya/primes-utils,scientific,True,46269,3.1.2,LGPL-2.0-or-later,,,
motorhead,amatsuda/motorhead,feature flippers and a/b testing,True,44313,0.5.0,MIT,,,
hanna,jeremyevans/hanna,documentation,True,43993,1.5.1,MIT,,,
ahoy,ankane/ahoy,analytics,True,41857,0.1.4,,,,
arli,kigster/arli,robotics,True,40987,1.4.0,MIT,,,
mdarray,rbotafogo/mdarray,scientific,True,39925,0.5.6,BSD 2-clause,,,
zapata,Nedomas/zapata,testing,True,38528,1.0.0,MIT,,,
rails_error_dashboard,AnjanJ/rails_error_dashboard,error handling,True,37750,0.10.0,MIT,,,
ru,tombenner/ru,cli utilities,True,37607,0.1.4,MIT,,,
brew,Homebrew/brew,package management,True,37482,0.2.2,,,,
itunes_store_transporter,sshaw/itunes_store_transporter,third-party apis,True,37035,0.2.1,MIT,,,
attr-gather,ianks/attr-gather,data processing and etl,True,36969,1.5.1,MIT,,,
git_spelunk,osheroff/git-spelunk,git tools,True,36053,0.5.3,MIT,,git-spelunk,
git-autobisect,grosser/git-autobisect,git tools,True,35642,0.4.3,MIT,,,
lowkiq,bia-technologies/lowkiq,queues and messaging,True,35426,1.2.2,LGPL,,,
redis_web_manager,OpenGems/redis_web_manager,process management and monitoring,True,31968,0.4.0,MIT,,,
haiti,noraj/haiti,security,True,31368,0.2.2,WTFPL,,,
nlp,diasks2/ruby-nlp,natural language processing,True,31187,0.2.8,,,,
rubinius,rubinius/rubinius,implementations/compilers,True,30704,2.0.1,BSD,,,
server,gemfast/server,gem servers,True,30134,0.0.11.9,MIT,,,
rbenv,rbenv/rbenv,environment management,True,28377,9001,MIT,,,
statsample-glm,sciruby/statsample-glm,scientific,True,26059,0.2.1,BSD-2,,,
roots,jzakiya/roots,scientific,True,24999,2.2.1,GPL-2.0+,,,
mobi,jkongie/mobi,ebook,True,22401,1.0.0,MIT,,,
bookmarks,dreikanter/ruby-bookmarks,discover,True,22153,0.2.3,MIT,,,
postal,postalserver/postal,email,True,21808,0.3.0,,,,
git-whence,grosser/git-whence,git tools,True,21579,0.4.0,MIT,,,
blanket,inf0rmer/blanket,api builder and discovery,True,21239,0.1.0,,,,
plugin,prettier/plugin-ruby,code formatting,True,19914,1.1,,,plugin-ruby,
emoji-rspec,cupakromer/emoji-rspec,testing,True,19151,1.0.1,MIT,,,
opencv,ruby-opencv/ruby-opencv,scientific,True,18211,0.0.7,,,,
rbkit,codemancers/rbkit,profiler and optimization,True,16789,0.1.10,MIT,,,
fae,wearefine/fae,cms,True,15730,0.2.2,MIT,,,
chruby,postmodern/chruby,environment management,True,15082,0.3,,,,
statsample-timeseries,sciruby/statsample-timeseries,scientific,True,14992,0.3.0,BSD-2,,,
ciri,ciri-ethereum/ciri,cryptocurrencies and blockchains,True,14959,0.0.4,Apache 2.0,,,
rack-secure-upload,dtaniwaki/rack-secure-upload,file upload,True,14707,0.1.3,MIT,,,
fake_person,adamcooke/fake-person,testing,True,14603,1.0.3,MIT,,fake-person,
jsonite,crepe/jsonite,api builder and discovery,True,14495,0.0.3,MIT,,,
driver,datastax/ruby-driver,database drivers,True,13884,0.0.4,MIT,,,
rails_i18n_manager,westonganger/rails_i18n_manager,internationalization,True,13575,1.1.4,MIT,,,
themis,cossacklabs/themis,encryption,True,13559,0.2.0,MIT,,,
units,olbrich/ruby-units,measurements,True,11701,1.0.1,,,,
openai-ruby,openai/openai-ruby,ai and llms,True,11599,0.1.0,MIT,,,
metasploit-framework,rapid7/metasploit-framework,security,True,11457,6.0.33,BSD-3-clause,,,
mastodon,Gargron/mastodon,social networking,True,10772,0.3.1,,,,
curly,zendesk/curly,template engine,True,10430,0.1.0,,,,
maestro,smashingboxes/maestro,music and sound,True,10322,0.0.2,,,,
graphql-ruby,rmosolgo/graphql-ruby,graphql,True,10058,9001.0,MIT,,,
simple-slack-bot,kciter/simple-slack-bot,third-party apis,True,10014,0.2.0,MIT,,,
best,franzejr/best-ruby,coding style guides,True,9216,0.0.2,,,best-ruby,
gem-home,postmodern/gem_home,environment management,True,6617,0.0.2,MIT,,gem_home,
aws-sdk-ruby,aws/aws-sdk-ruby,cloud,True,6202,9001.0,MIT,,,
torch,ankane/torch.rb,machine learning,True,5534,0.0.1,,,,
fingerprinter,erwanlr/Fingerprinter,security,True,5241,0.1.11,,,Fingerprinter,
diaspora,diaspora/diaspora,social networking,True,5239,0.0.1,,,,
yymmdd,sshaw/yymmdd,date and time processing,True,5147,0.0.1,MIT,,,
betterspecs,betterspecs/betterspecs,coding style guides,True,4995,0.0.1,,,,
stringer,stringer-rss/stringer,rss,True,4507,0.0.1,,,,
stripe-ruby,stripe/stripe-ruby,e-commerce and payments,True,4285,9001.0,MIT,,,
lsp,Shopify/ruby-lsp,developer tooling,True,4032,0.1.2,MIT,,,
cucumber-ruby,cucumber/cucumber-ruby,testing,True,3622,9001.0,MIT,,,
wheel,bigbinary/wheel,boilerplates & ui kits,True,3357,0.1.1,MIT,,,
crepe,crepe/crepe,api builder and discovery,True,3309,0.0.1.pre,MIT,,,
fry,terlar/fry,environment management,True,3231,0.1.1,MIT,,,
bugsnag-ruby,bugsnag/bugsnag-ruby,error handling,True,3214,9001.0,MIT,,,
braintree_ruby,braintree/braintree_ruby,e-commerce and payments,True,3139,9001.0,MIT,,,
rollbar-gem,rollbar/rollbar-gem,error handling,True,3077,9001.0,MIT,,,
pusher-http-ruby,pusher/pusher-http-ruby,third-party apis,True,3072,9001.0,MIT,,,
skylight-ruby,skylightio/skylight-ruby,performance monitoring,True,3050,9001.0,MIT,,,
scout_apm_ruby,scoutapp/scout_apm_ruby,performance monitoring,True,3019,9001.0,MIT,,,
tensorflow-ruby,ankane/tensorflow-ruby,machine learning,True,2964,0.2.0,MIT,,,
huginn,huginn/huginn,automation,True,2260,0.0.1.alpha,MIT,,,
taylor,HellRok/Taylor,game development and graphics,True,906,0.0.0,MIT,,Taylor,
anthropic-sdk-ruby,anthropics/anthropic-sdk-ruby,ai and llms,False,,,,HTTP 404,,
sdk,modelcontextprotocol/ruby-sdk,ai and llms,False,,,,HTTP 404,,
tidewave_rails,tidewave-ai/tidewave_rails,ai and llms,False,,,,HTTP 404,,
active_workflow,automaticmode/active_workflow,automation,False,,,,HTTP 404,,
speedrail,ryanckulp/speedrail,boilerplates & ui kits,False,,,,HTTP 404,,
betty,pickhardt/betty,cli utilities,False,,,,HTTP 404,,
publify,publify/publify,cms,False,,,,HTTP 404,,
ruby.fundamental,khusnetdinov/ruby.fundamental,coding style guides,False,,,,HTTP 404,,
rails-style-guide,rubocop/rails-style-guide,coding style guides,False,,,,HTTP 404,,
hitobito,hitobito/hitobito,crm,False,,,,HTTP 404,,
multiwoven,Multiwoven/multiwoven,data processing and etl,False,,,,HTTP 404,,
fuzzy_ruby_server,doompling/fuzzy_ruby_server,developer tooling,False,,,,HTTP 404,,
vscode-rubocop,rubocop/vscode-rubocop,developer tooling,False,,,,HTTP 404,,
vscode-standard,standard/vscode-standard,developer tooling,False,,,,HTTP 404,,
bosh,cloudfoundry/bosh,devops tools,False,,,,HTTP 404,,
logstash,elastic/logstash,devops tools,False,,,,HTTP 404,,
active_merchant,activemerchant/active_merchant,e-commerce and payments,False,,,,HTTP 404,,
PayPal-Ruby-Server-SDK,paypal/PayPal-Ruby-Server-SDK,e-commerce and payments,False,,,,HTTP 404,,
ror_ecommerce,drhenner/ror_ecommerce,e-commerce and payments,False,,,,HTTP 404,,
bookpub,worlduniting/bookpub,ebook,False,,,,HTTP 404,,
install,postmodern/ruby-install,environment management,False,,,,HTTP 404,,
tokaidoapp,tokaido/tokaidoapp,environment management,False,,,,HTTP 404,,
errbit,errbit/errbit,error handling,False,,,,HTTP 404,,
unleash-ruby-sdk,Unleash/unleash-ruby-sdk,feature flippers and a/b testing,False,,,,HTTP 404,,
Google-Maps-for-Rails,apneadiving/Google-Maps-for-Rails,geolocation,False,,,,HTTP 404,,
gitreflow,reenhanced/gitreflow,git tools,False,,,,HTTP 404,,
gnome,ruby-gnome/ruby-gnome,gui,False,,,,HTTP 404,,
minimagick,minimagick/minimagick,image processing,False,,,,HTTP 404,,
jruby,jruby/jruby,implementations/compilers,False,,,,HTTP 404,,
mruby,mruby/mruby,implementations/compilers,False,,,,HTTP 404,,
natalie,natalie-lang/natalie,implementations/compilers,False,,,,HTTP 404,,
truffleruby,truffleruby/truffleruby,implementations/compilers,False,,,,HTTP 404,,
r18n,r18n/r18n,internationalization,False,,,,HTTP 404,,
twitter-cldr-rb,twitter/twitter-cldr-rb,internationalization,False,,,,HTTP 404,,
machine-learning-with-ruby,arbox/machine-learning-with-ruby,machine learning,False,,,,HTTP 404,,
m2cgen,BayesWitnesses/m2cgen,machine learning,False,,,,HTTP 404,,
weka-jruby,paulgoetze/weka-jruby,machine learning,False,,,,HTTP 404,,
sonic-pi,sonic-pi-net/sonic-pi,music and sound,False,,,,HTTP 404,,
nlp-with-ruby,arbox/nlp-with-ruby,natural language processing,False,,,,HTTP 404,,
homebrew-cask,Homebrew/homebrew-cask,package management,False,,,,HTTP 404,,
newrelic-ruby-agent,newrelic/newrelic-ruby-agent,performance monitoring,False,,,,HTTP 404,,
rbspy,rbspy/rbspy,profiler and optimization,False,,,,HTTP 404,,
rails-composer,RailsApps/rails-composer,rails application generators,False,,,,HTTP 404,,
bioruby,bioruby/bioruby,scientific,False,,,,HTTP 404,,
elastics-rb,printercu/elastics-rb,search,False,,,,HTTP 404,,
pipal,digininja/pipal,security,False,,,,HTTP 404,,
WhatWeb,urbanadventurer/WhatWeb,security,False,,,,HTTP 404,,
OctoLinker,OctoLinker/OctoLinker,services and apps,False,,,,HTTP 404,,
discourse,discourse/discourse,social networking,False,,,,HTTP 404,,
retrospring,Retrospring/retrospring,social networking,False,,,,HTTP 404,,
awesome-jekyll,planetjekyll/awesome-jekyll,static site generation,False,,,,HTTP 404,,
dns-mock,mocktools/ruby-dns-mock,testing,False,,,,HTTP 404,,
smtp-mock,mocktools/ruby-smtp-mock,testing,False,,,,HTTP 404,,
google-api-ads-ruby,googleads/google-api-ads-ruby,third-party apis,False,,,,HTTP 404,,
slack-ruby-gem,aki017/slack-ruby-gem,third-party apis,False,,,,HTTP 404,,
x-cli,sferik/x-cli,third-party apis,False,,,,HTTP 404,,
kimuraframework,vifreefly/kimuraframework,web crawling,False,,,,HTTP 404,,
