gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,excluido_por
rouge,lib/rubocop/cop/rouge/no_building_alternation_pattern_in_regexp.rb,afc3c52c2af0,code highlighting,7,7,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rouge,lib/rubocop/cop/rouge/no_huge_collections.rb,afc3c52c2af0,code highlighting,6.5,8,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rspec,rspec-core/benchmarks/call_v_yield.rb,79a280d76e10,testing,3,3,0,50,0.0,0,0.0,2,0,2,1.0,menos de 3 formas distintas
rspec,rspec-core/benchmarks/define_method_v_attr_reader_v_def.rb,79a280d76e10,testing,4,5,0,0,0.0,0,0.0,2,1,2,1.0,menos de 3 formas distintas
rspec,rspec-core/benchmarks/flat_map_vs_inject.rb,79a280d76e10,testing,3,3,0,100,0.0,0,0.0,2,0,2,1.0,menos de 3 formas distintas
rspec,rspec-core/benchmarks/hash_functions.rb,79a280d76e10,testing,17,18,0,100,0.0,0,0.0,2,0,2,1.0,menos de 3 formas distintas
rspec,rspec-core/lib/rspec/core/flat_map.rb,79a280d76e10,testing,3,3,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rspec,rspec-core/lib/rspec/core/formatters/bisect_drb_formatter.rb,79a280d76e10,testing,4.5,6,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rspec,rspec-core/lib/rspec/core/formatters/fallback_message_formatter.rb,79a280d76e10,testing,3,3,0,50,0.0,0,0.0,2,4,2,1.0,menos de 3 formas distintas
rspec,rspec-expectations/benchmarks/method_to_proc.rb,79a280d76e10,testing,1,1,0,0,0.0,0,0.0,2,0,1,0.5,menos de 3 formas distintas
rspec,rspec-expectations/lib/rspec/expectations/fail_with.rb,79a280d76e10,testing,8,10,100,0,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rspec,rspec-expectations/lib/rspec/matchers/built_in/be_instance_of.rb,79a280d76e10,testing,5,7,0,50,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rspec,rspec-mocks/benchmarks/allocations/lambda_vs_block_with_select.rb,79a280d76e10,testing,4,5,0,100,0.0,0,0.0,2,0,2,1.0,menos de 3 formas distintas
rspec,rspec-mocks/lib/rspec/mocks/matchers/expectation_customization.rb,79a280d76e10,testing,4,5,0,50,0.0,0,50.0,2,4,2,1.0,menos de 3 formas distintas
rspec,rspec-support/benchmarks/map_hash.rb,79a280d76e10,testing,4.5,6,0,100,0.0,0,0.0,2,0,2,1.0,menos de 3 formas distintas
rspec,rspec-support/lib/rspec/support/caller_filter.rb,79a280d76e10,testing,15.5,28,100,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
rspec,rspec-support/lib/rspec/support/source/location.rb,79a280d76e10,testing,4,5,50,100,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rspec,rspec-support/lib/rspec/support/spec.rb,79a280d76e10,testing,15.5,18,100,50,0.0,0,50.0,2,3,2,1.0,menos de 3 formas distintas
rspec,rspec-support/lib/rspec/support/with_keywords_when_needed.rb,79a280d76e10,testing,6.5,10,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cache_config.rb,65854e6bbfe4,code formatting,22,23,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cli/command.rb,65854e6bbfe4,code formatting,3,3,100,0,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cli/environment.rb,65854e6bbfe4,code formatting,4,5,0,0,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/bundler/insecure_protocol_source.rb,65854e6bbfe4,code formatting,10.5,18,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/bundler/ordered_gems.rb,65854e6bbfe4,code formatting,7.5,10,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/correctors/condition_corrector.rb,65854e6bbfe4,code formatting,5.5,6,100,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/correctors/empty_line_corrector.rb,65854e6bbfe4,code formatting,6.5,10,100,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/correctors/ordered_gem_corrector.rb,65854e6bbfe4,code formatting,13,17,100,100,0.67,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/correctors/require_library_corrector.rb,65854e6bbfe4,code formatting,4,5,100,50,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/correctors/unused_arg_corrector.rb,65854e6bbfe4,code formatting,12,18,100,100,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/gemspec/ruby_version_globals_usage.rb,65854e6bbfe4,code formatting,4,5,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/empty_line_between_expect_offense_and_correction.rb,65854e6bbfe4,code formatting,11.5,14,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/location_line_equality_comparison.rb,65854e6bbfe4,code formatting,9,11,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/method_name_end_with.rb,65854e6bbfe4,code formatting,11,13,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/node_destructuring.rb,65854e6bbfe4,code formatting,3,3,0,50,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/offense_location_keyword.rb,65854e6bbfe4,code formatting,9,11,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/redundant_context_config_parameter.rb,65854e6bbfe4,code formatting,7.5,12,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/redundant_described_class_as_subject.rb,65854e6bbfe4,code formatting,11,17,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/redundant_let_rubocop_config_new.rb,65854e6bbfe4,code formatting,11,16,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/redundant_location_argument.rb,65854e6bbfe4,code formatting,7,9,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/redundant_message_argument.rb,65854e6bbfe4,code formatting,9,13,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/single_line_comparison.rb,65854e6bbfe4,code formatting,7.5,11,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/internal_affairs/useless_restrict_on_send.rb,65854e6bbfe4,code formatting,5,7,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/empty_lines_around_begin_body.rb,65854e6bbfe4,code formatting,3,3,0,0,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/empty_lines_around_class_body.rb,65854e6bbfe4,code formatting,4,5,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/first_hash_element_line_break.rb,65854e6bbfe4,code formatting,5,7,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/first_method_argument_line_break.rb,65854e6bbfe4,code formatting,9.5,16,0,100,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/first_method_parameter_line_break.rb,65854e6bbfe4,code formatting,3,3,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/multiline_array_line_breaks.rb,65854e6bbfe4,code formatting,3,3,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/multiline_method_argument_line_breaks.rb,65854e6bbfe4,code formatting,9.5,16,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/multiline_method_parameter_line_breaks.rb,65854e6bbfe4,code formatting,4,5,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/space_after_comma.rb,65854e6bbfe4,code formatting,3.5,4,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/layout/space_after_not.rb,65854e6bbfe4,code formatting,6,9,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/legacy/corrector.rb,65854e6bbfe4,code formatting,11.5,15,0,50,0.0,2,50.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/binary_operator_with_identical_operands.rb,65854e6bbfe4,code formatting,5.5,6,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/boolean_symbol.rb,65854e6bbfe4,code formatting,10,10,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/constant_overwritten_in_rescue.rb,65854e6bbfe4,code formatting,5.5,8,50,50,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/cop_directive_syntax.rb,65854e6bbfe4,code formatting,13,16,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/duplicate_match_pattern.rb,65854e6bbfe4,code formatting,9.5,11,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/duplicate_require.rb,65854e6bbfe4,code formatting,6.5,8,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/duplicate_set_element.rb,65854e6bbfe4,code formatting,13,17,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/empty_expression.rb,65854e6bbfe4,code formatting,4,5,0,50,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/empty_in_pattern.rb,65854e6bbfe4,code formatting,6,8,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/empty_interpolation.rb,65854e6bbfe4,code formatting,7.5,9,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/empty_when.rb,65854e6bbfe4,code formatting,6,8,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/ensure_return.rb,65854e6bbfe4,code formatting,7,7,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/flip_flop.rb,65854e6bbfe4,code formatting,3,3,0,0,0.0,1,0.0,2,4,1,0.5,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/it_without_arguments_in_block.rb,65854e6bbfe4,code formatting,4.5,6,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/next_without_accumulator.rb,65854e6bbfe4,code formatting,6,9,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/no_return_in_begin_end_blocks.rb,65854e6bbfe4,code formatting,8,9,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/rand_one.rb,65854e6bbfe4,code formatting,4,5,0,50,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/redundant_require_statement.rb,65854e6bbfe4,code formatting,12,15,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/require_relative_self_path.rb,65854e6bbfe4,code formatting,9,9,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/rescue_exception.rb,65854e6bbfe4,code formatting,4,5,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/trailing_comma_in_attribute_declaration.rb,65854e6bbfe4,code formatting,8,10,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/triple_quotes.rb,65854e6bbfe4,code formatting,9,15,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/unreachable_pattern_branch.rb,65854e6bbfe4,code formatting,15.5,19,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/useless_default_value_argument.rb,65854e6bbfe4,code formatting,8,13,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/lint/useless_or.rb,65854e6bbfe4,code formatting,9,10,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/metrics/cyclomatic_complexity.rb,65854e6bbfe4,code formatting,4.5,6,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/metrics/perceived_complexity.rb,65854e6bbfe4,code formatting,16,24,0,100,0.0,2,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/allowed_identifiers.rb,65854e6bbfe4,code formatting,3,3,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/configurable_max.rb,65854e6bbfe4,code formatting,7.5,12,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/def_node.rb,65854e6bbfe4,code formatting,3,3,0,50,0.67,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/forbidden_identifiers.rb,65854e6bbfe4,code formatting,4,5,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/interpolation.rb,65854e6bbfe4,code formatting,3,3,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/match_range.rb,65854e6bbfe4,code formatting,3,3,0,100,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/min_body_length.rb,65854e6bbfe4,code formatting,4.5,6,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/multiline_element_line_breaks.rb,65854e6bbfe4,code formatting,9.5,12,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/nil_methods.rb,65854e6bbfe4,code formatting,3,3,0,50,0.33,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/mixin/unused_argument.rb,65854e6bbfe4,code formatting,6.5,10,0,100,0.25,0,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/naming/binary_operator_parameter_name.rb,65854e6bbfe4,code formatting,9,13,0,50,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/array_coercion.rb,65854e6bbfe4,code formatting,10,10,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/auto_resource_cleanup.rb,65854e6bbfe4,code formatting,6.5,7,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/bitwise_predicate.rb,65854e6bbfe4,code formatting,13,17,0,50,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/class_check.rb,65854e6bbfe4,code formatting,8.5,10,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/class_methods.rb,65854e6bbfe4,code formatting,9.5,10,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/class_vars.rb,65854e6bbfe4,code formatting,4,5,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/comparable_between.rb,65854e6bbfe4,code formatting,11.5,13,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/def_with_parentheses.rb,65854e6bbfe4,code formatting,10,12,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/dir.rb,65854e6bbfe4,code formatting,5,7,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/dir_empty.rb,65854e6bbfe4,code formatting,7.5,12,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/each_for_simple_loop.rb,65854e6bbfe4,code formatting,9,13,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/empty_block_parameter.rb,65854e6bbfe4,code formatting,5,6,0,100,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/empty_lambda_parameter.rb,65854e6bbfe4,code formatting,6,6,0,100,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/file_empty.rb,65854e6bbfe4,code formatting,8,10,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/file_touch.rb,65854e6bbfe4,code formatting,7.5,12,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/hash_except.rb,65854e6bbfe4,code formatting,3,3,0,0,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/hash_like_case.rb,65854e6bbfe4,code formatting,6,9,0,50,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/hash_slice.rb,65854e6bbfe4,code formatting,3,3,0,0,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/hash_transform_keys.rb,65854e6bbfe4,code formatting,3.5,4,0,0,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/hash_transform_values.rb,65854e6bbfe4,code formatting,3.5,4,0,0,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/keyword_arguments_merging.rb,65854e6bbfe4,code formatting,14.5,16,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/map_to_set.rb,65854e6bbfe4,code formatting,7.5,9,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/method_called_on_do_end_block.rb,65854e6bbfe4,code formatting,9,10,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/multiline_in_pattern_then.rb,65854e6bbfe4,code formatting,7,8,0,100,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/multiline_when_then.rb,65854e6bbfe4,code formatting,8,8,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/nil_lambda.rb,65854e6bbfe4,code formatting,10.5,12,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/open_struct_use.rb,65854e6bbfe4,code formatting,5.5,6,0,50,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/optional_boolean_parameter.rb,65854e6bbfe4,code formatting,7,9,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/redundant_array_constructor.rb,65854e6bbfe4,code formatting,12,19,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/redundant_heredoc_delimiter_quotes.rb,65854e6bbfe4,code formatting,10.5,12,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/redundant_interpolation_unfreeze.rb,65854e6bbfe4,code formatting,7.5,8,0,100,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/single_argument_dig.rb,65854e6bbfe4,code formatting,12.5,21,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/trailing_comma_in_arguments.rb,65854e6bbfe4,code formatting,5,7,50,50,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/unpack_first.rb,65854e6bbfe4,code formatting,7.5,12,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/while_until_do.rb,65854e6bbfe4,code formatting,6.5,10,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/while_until_modifier.rb,65854e6bbfe4,code formatting,5,7,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/style/yaml_file_read.rb,65854e6bbfe4,code formatting,9.5,16,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/variable_force/branchable.rb,65854e6bbfe4,code formatting,5,5,0,50,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/cop/variable_force/reference.rb,65854e6bbfe4,code formatting,6.5,10,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/ext/comment.rb,65854e6bbfe4,code formatting,3,3,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/ext/processed_source.rb,65854e6bbfe4,code formatting,3,3,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/formatter/colorizable.rb,65854e6bbfe4,code formatting,7,11,0,100,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/formatter/emacs_style_formatter.rb,65854e6bbfe4,code formatting,12.5,13,0,100,0.0,1,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/name_similarity.rb,65854e6bbfe4,code formatting,9,13,0,100,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/plugin.rb,65854e6bbfe4,code formatting,10.5,14,100,50,0.0,0,0.0,2,2,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/plugin/load_error.rb,65854e6bbfe4,code formatting,7.5,10,0,0,0.0,2,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop,lib/rubocop/plugin/not_supported_error.rb,65854e6bbfe4,code formatting,9,13,0,50,0.0,2,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/ancestors_include.rb,c07064ddee3f,code formatting,8,10,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/array_semi_infinite_range_slice.rb,c07064ddee3f,code formatting,10.5,11,0,100,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/block_given_with_explicit_block.rb,c07064ddee3f,code formatting,9,15,50,50,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/caller.rb,c07064ddee3f,code formatting,10.5,18,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/chain_array_allocation.rb,c07064ddee3f,code formatting,7.5,10,0,100,0.0,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/map_method_chain.rb,c07064ddee3f,code formatting,14,15,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/squeeze.rb,c07064ddee3f,code formatting,12,21,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/string_include.rb,c07064ddee3f,code formatting,9.5,16,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-performance,lib/rubocop/cop/performance/unfreeze_string.rb,c07064ddee3f,code formatting,8.5,10,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/mixin/target_rails_version.rb,2ccba590ec47,code formatting,7,8,0,50,0.0,0,0.0,2,3,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/active_support_on_load.rb,2ccba590ec47,code formatting,7.5,9,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/add_column_index.rb,2ccba590ec47,code formatting,10.5,18,0,100,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/assert_not.rb,2ccba590ec47,code formatting,6,9,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/create_table_with_timestamps.rb,2ccba590ec47,code formatting,8,13,0,50,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/duplicate_scope.rb,2ccba590ec47,code formatting,6,7,0,50,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/duration_arithmetic.rb,2ccba590ec47,code formatting,7,7,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/http_status_name_consistency.rb,2ccba590ec47,code formatting,14.5,16,0,100,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/multiple_route_paths.rb,2ccba590ec47,code formatting,9,10,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/order_by_id.rb,2ccba590ec47,code formatting,3,3,0,50,0.25,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/pick.rb,2ccba590ec47,code formatting,9,15,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/pluck_id.rb,2ccba590ec47,code formatting,6.5,10,0,100,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/pluck_in_where.rb,2ccba590ec47,code formatting,13.5,18,0,100,0.75,1,0.0,2,4,2,1.0,menos de 3 formas distintas
rubocop-rails,lib/rubocop/cop/rails/root_join_chain.rb,2ccba590ec47,code formatting,13.5,17,0,100,0.5,1,0.0,2,4,2,1.0,menos de 3 formas distintas
